ngcid,yearOfDiscovery,firstname,middlenames,lastname,yearOfBirth,yearOfDeath,telType,telInch
0413,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0414,1867,Per,Magnus Herman,Schultz,1823,1890,Refractor,9.6
0415,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0416,1826,James,,Dunlop,1793,1848,Reflector,9
0417,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0418,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0419,1826,James,,Dunlop,1793,1848,Reflector,9
0420,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0421,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0422,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0423,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0424,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0425,1879,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0426,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0427,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0428,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0429,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0430,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0431,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0432,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0433,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0434,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0435,1864,Albert,,Marth,1828,1897,Reflector,48
0436,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0437,1886,Lewis,,Swift,1820,1913,Refractor,16
0438,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0439,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0440,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0441,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0442,1886,Lewis,,Swift,1820,1913,Refractor,16
0443,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0444,1854,William,,Parsons,1800,1867,Reflector,72
0445,1864,Albert,,Marth,1828,1897,Reflector,48
0446,1864,Albert,,Marth,1828,1897,Reflector,48
0447,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0448,1886,Lewis,,Swift,1820,1913,Refractor,16
0449,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0450,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0451,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0452,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0453,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0454,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0455,1864,Albert,,Marth,1828,1897,Reflector,48
0456,1826,James,,Dunlop,1793,1848,Reflector,9
0457,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0458,1826,James,,Dunlop,1793,1848,Reflector,9
0459,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0460,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0461,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0462,1864,Albert,,Marth,1828,1897,Reflector,48
0463,1871,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0464,1882,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
0465,1826,James,,Dunlop,1793,1848,Reflector,9
0466,1836,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0467,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0468,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0469,1864,Albert,,Marth,1828,1897,Reflector,48
0470,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0471,1864,Albert,,Marth,1828,1897,Reflector,48
0472,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0473,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0474,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0475,1864,Albert,,Marth,1828,1897,Reflector,48
0476,1864,Albert,,Marth,1828,1897,Reflector,48
0477,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0478,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0479,1864,Albert,,Marth,1828,1897,Reflector,48
0480,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0481,1886,Lewis,,Swift,1820,1913,Refractor,16
0482,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0483,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0484,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0485,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0486,1850,William,,Parsons,1800,1867,Reflector,72
0487,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0488,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0489,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0490,1850,William,,Parsons,1800,1867,Reflector,72
0491,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0492,1850,William,,Parsons,1800,1867,Reflector,72
0493,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0494,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0495,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0496,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0497,1882,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0498,1856,William,,Parsons,1800,1867,Reflector,72
0499,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0500,1850,William,,Parsons,1800,1867,Reflector,72
0501,1856,William,,Parsons,1800,1867,Reflector,72
0502,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0503,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0504,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0505,1864,Albert,,Marth,1828,1897,Reflector,48
0506,1874,Lawrence,,Parsons,1840,1908,Reflector,72
0507,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0508,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0509,1864,Albert,,Marth,1828,1897,Reflector,48
0510,1867,Per,Magnus Herman,Schultz,1823,1890,Refractor,9.6
0511,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0512,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0513,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0514,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0515,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0516,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0517,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0518,1864,Albert,,Marth,1828,1897,Reflector,48
0519,1886,Lewis,,Swift,1820,1913,Refractor,16
0520,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0521,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0522,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0523,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0524,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0525,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0526,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0527,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0528,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0529,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0530,1886,Lewis,,Swift,1820,1913,Refractor,16
0531,1855,William,,Parsons,1800,1867,Reflector,72
0532,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0533,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0534,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0535,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0536,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0537,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0538,1886,Lewis,,Swift,1820,1913,Refractor,16
0539,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0540,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0541,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0542,1855,William,,Parsons,1800,1867,Reflector,72
0543,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0544,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0545,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0546,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0547,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0548,1867,George,Mary,Searle,1839,1918,Refractor,15
0549,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0550,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0551,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0552,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0553,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0554,1886,Frank,,Muller,1862,1917,Refractor,26
0555,1886,Frank,,Muller,1862,1917,Refractor,26
0556,1886,Frank,,Muller,1862,1917,Refractor,26
0557,1886,Lewis,,Swift,1820,1913,Refractor,16
0558,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0559,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0560,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0561,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0562,1885,Lewis,,Swift,1820,1913,Refractor,16
0563,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0564,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0565,1867,George,Mary,Searle,1839,1918,Refractor,15
0566,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0567,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0568,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0569,1864,Albert,,Marth,1828,1897,Reflector,48
0570,1867,George,Mary,Searle,1839,1918,Refractor,15
0571,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0572,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0573,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0574,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0575,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0576,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0577,1877,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
0578,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0579,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0580,1877,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
0581,1781,Pierre,Francois Andre,Mechain,1744,1804,Refractor,3
0582,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0583,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0584,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0585,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0586,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0587,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0588,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0589,1886,Frank,,Muller,1862,1917,Refractor,26
0590,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0591,1885,Lewis,,Swift,1820,1913,Refractor,16
0592,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0593,1882,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0594,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0595,1864,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0596,1783,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0597,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0598,1654,Giovanni,Batista,Hodierna,1597,1660,Refractor,
0599,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0600,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0601,1886,Frank,,Muller,1862,1917,Refractor,26
0602,1826,James,,Dunlop,1793,1848,Reflector,9
0603,1850,William,,Parsons,1800,1867,Reflector,72
0604,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0605,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0606,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0607,1855,Heinrich,Louis,d'Arrest,1822,1875,Refractor,4.6
0608,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0609,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0610,1886,Frank,,Muller,1862,1917,Refractor,26
0611,1886,Frank,,Muller,1862,1917,Refractor,26
0612,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0613,1798,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0614,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0615,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0616,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0617,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0618,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0619,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0620,1871,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0621,1883,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0622,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0623,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0624,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0625,1826,James,,Dunlop,1793,1848,Reflector,9
0626,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0627,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0628,1780,Pierre,Francois Andre,Mechain,1744,1804,Refractor,3
0629,1825,Friedrich,Georg Wilhelm,von Struve,1793,1864,Refractor,9.6
0630,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0631,1864,Albert,,Marth,1828,1897,Reflector,48
0632,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0633,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0634,1876,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0635,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0636,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0637,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0638,1886,Lewis,,Swift,1820,1913,Refractor,16
0639,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0640,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0641,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0642,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0643,1835,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0644,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0645,1864,Albert,,Marth,1828,1897,Reflector,48
0646,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0647,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0648,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0649,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0650,1780,Pierre,Francois Andre,Mechain,1744,1804,Refractor,3
0651,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0652,1886,Lewis,,Swift,1820,1913,Refractor,16
0653,1883,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0654,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0655,1885,Ormond,,Stone,1847,1933,Refractor,26
0656,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0657,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0658,1880,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0659,1783,Karoline,Lucretia,Herschel,1750,1848,Reflector,4.2
0660,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0661,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0662,1884,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0663,1787,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0664,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0665,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0666,1883,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0667,1886,Frank,,Muller,1862,1917,Refractor,26
0668,1880,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0669,1883,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0670,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0671,1885,Lewis,,Swift,1820,1913,Refractor,16
0672,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0673,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0674,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0675,1886,Lewis,,Swift,1820,1913,Refractor,16
0676,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0677,1886,Lewis,,Swift,1820,1913,Refractor,16
0678,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0679,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0680,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0681,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0682,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0683,1825,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0684,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0685,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0686,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0687,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0688,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0689,1886,Ormond,,Stone,1847,1933,Refractor,26
0690,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0691,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0692,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0693,1790,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0694,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0695,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0696,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0697,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0698,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0699,1886,Frank,,Muller,1862,1917,Refractor,26
0700,1855,William,,Parsons,1800,1867,Reflector,72
0701,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0702,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0703,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0704,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0705,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0706,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0707,1879,Ernst,Wilhelm Leberecht,Tempel,1821,1889,Refractor,11
0708,1786,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0709,1877,Johann,Louis Emil,Dreyer,1852,1926,Reflector,72
0710,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0711,1881,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0712,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0713,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0714,1863,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0715,1885,Ormond,,Stone,1847,1933,Refractor,26
0716,1886,Lewis,,Swift,1820,1913,Refractor,16
0717,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0718,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0719,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0720,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0721,1862,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0722,1861,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0723,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0724,1830,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0725,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0726,1886,Frank,,Muller,1862,1917,Refractor,26
0727,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0728,1827,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0729,1837,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0730,1885,Guillaume,,Bigourdan,1851,1932,Refractor,12
0731,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0732,1883,Jean,Marie Edouard,Stephan,1837,1923,Reflector,31.5
0733,1850,William,,Parsons,1800,1867,Reflector,72
0734,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0735,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0736,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0737,1850,William,,Parsons,1800,1867,Reflector,72
0738,1850,William,,Parsons,1800,1867,Reflector,72
0739,1874,Ralph,,Copeland,1837,1905,Reflector,72
0740,1850,William,,Parsons,1800,1867,Reflector,72
0741,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0742,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0743,1829,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0744,1831,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0745,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0746,1885,Lewis,,Swift,1820,1913,Refractor,16
0747,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0748,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0749,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0750,1784,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0751,1850,William,,Parsons,1800,1867,Reflector,72
0752,1654,Giovanni,Batista,Hodierna,1597,1660,Refractor,
0753,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0754,1834,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0755,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0756,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0757,1885,Ormond,,Stone,1847,1933,Refractor,26
0758,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0759,1865,Heinrich,Louis,d'Arrest,1822,1875,Refractor,11
0760,1873,Ralph,,Copeland,1837,1905,Reflector,72
0761,1850,William,,Parsons,1800,1867,Reflector,72
0762,1785,Friedrich,Wilhelm,Herschel,1738,1822,Reflector,18.7
0763,1885,Ormond,,Stone,1847,1933,Refractor,26
0764,1886,Ormond,,Stone,1847,1933,Refractor,26
0765,1864,Albert,,Marth,1828,1897,Reflector,48
0766,1828,John,Frederick William,Herschel,1792,1871,Reflector,18.7
0767,1885,Francis,Preserved,Leavenworth,1858,1928,Refractor,26
0768,1885,Lewis,,Swift,1820,1913,Refractor,16
